0.0331931,0.0309116,0.029608,0.0296649,0.0297073,0.0287489,0.029407,0.0306455,0.0297283,0.0296297,0.0293937,0.0297035,0.0297598,0.0285257,0.0297476,0.0285889,0.0295348,0.0287009,0.0285894,0.0277912
0.0294967,0.0276551,0.0277611,0.0267888,0.0271975,0.0284508,0.0278762,0.0278906,0.0278155,0.0276902,0.0264443,0.0273128,0.027693,0.029633,0.0267674,0.0264963,0.0267438,0.0277504,0.028746,0.0275239
0.0277808,0.0277699,0.0267619,0.0264026,0.0277543,0.02674,0.0277339,0.0275319,0.0278046,0.0286209,0.0287757,0.0290524,0.0275022,0.0285128,0.0275808,0.0278002,0.027666,0.0276438,0.0275147,0.0276598
0.0277373,0.0277581,0.0270116,0.0267417,0.0267243,0.0276751,0.0275412,0.0286793,0.0298859,0.0276007,0.0277127,0.026637,0.0274772,0.027655,0.0277686,0.0277232,0.0274347,0.0277536,0.0277938,0.0278357
0.0277432,0.0274909,0.0277329,0.0276796,0.0279797,0.0277622,0.0286165,0.0267611,0.0267676,0.0270234,0.0278214,0.0275328,0.028018,0.0276914,0.0277984,0.0267104,0.027516,0.0276811,0.0277555,0.0270763
0.0275482,0.0277491,0.0267453,0.028675,0.0309193,0.0287876,0.0288324,0.0292221,0.0294932,0.0267369,0.0270248,0.0279656,0.0277537,0.0285324,0.0277747,0.0287076,0.0288721,0.0267459,0.0277285,0.0275642
0.0266912,0.0277535,0.0264959,0.0272795,0.0267452,0.0267491,0.0274969,0.0287428,0.029789,0.0305016,0.0276614,0.0277121,0.0276744,0.0273947,0.0276599,0.0277455,0.0286543,0.0281511,0.0277512,0.0275352
0.0278036,0.0267386,0.0277972,0.0286015,0.0274721,0.0276873,0.0287057,0.0296919,0.0280845,0.0287238,0.0274319,0.0276273,0.0270942,0.0276151,0.0276942,0.0285396,0.0271116,0.0287224,0.0287006,0.0287153
0.0296332,0.0297116,0.0297335,0.0298852,0.0297772,0.0327033,0.0296699,0.0286294,0.0289431,0.0277887,0.0275609,0.0267536,0.0275966,0.0287298,0.0274655,0.0277287,0.0287225,0.0276304,0.0277188,0.0276796
0.0579736,0.0665318,0.0498132,0.0428116,0.0496597,0.0463132,0.034902,0.0496737,0.0576244,0.0467987,0.0492931,0.0414003,0.0413482,0.0412985,0.0498092,0.0414293,0.0552814,0.0509907,0.0493369,0.0491804
0.0496684,0.0331591,0.0412584,0.0414513,0.0331625,0.0413247,0.0473836,0.034186,0.0418591,0.0417562,0.049202,0.0495742,0.0493092,0.0497501,0.0415434,0.0414288,0.033039,0.0251015,0.0367734,0.028247
0.0331585,0.0332858,0.0345589,0.0317278,0.03379,0.0493462,0.0497352,0.0412987,0.0414818,0.0496889,0.0415506,0.0330539,0.0336345,0.024793,0.0336776,0.0245054,0.0330606,0.0335312,0.0331531,0.0248225
0.0331532,0.0330521,0.025139,0.0329331,0.0385128,0.027785,0.0331529,0.0331251,0.033149,0.0251809,0.0413473,0.0412455,0.0409864,0.049801,0.0497173,0.0411079,0.046775,0.0334057,0.0419642,0.0329119
0.0411552,0.0248112,0.0334043,0.0248669,0.03354,0.0247835,0.0412867,0.0335673,0.0327218,0.0246837,0.0334187,0.0330626,0.0245347,0.0335075,0.0374477,0.0282072,0.0335021,0.0329668,0.0330935,0.0248327
0.0328338,0.0248104,0.0333706,0.033035,0.0303461,0.0282659,0.0498343,0.0496786,0.0581686,0.049628,0.0496787,0.0409321,0.0329778,0.0416214,0.0452586,0.0375945,0.0330368,0.0330683,0.0346099,0.0320152
0.0329779,0.0403843,0.0327357,0.0333577,0.024676,0.033687,0.0327354,0.0327579,0.0248982,0.0331381,0.033127,0.0250903,0.0329381,0.0249865,0.0330792,0.0331854,0.0292159,0.0293788,0.0238074,0.0250864
0.0247477,0.0347463,0.0233854,0.0251436,0.0331925,0.0247959,0.0251778,0.0332992,0.0332097,0.0331029,0.0249255,0.0251055,0.0247795,0.0252094,0.0331613,0.0249612,0.024884,0.0334005,0.0247259,0.0249075
0.0251349,0.0374399,0.0268092,0.0250525,0.0329542,0.0262862,0.0320307,0.0332402,0.0250392,0.0329756,0.025233,0.0248406,0.0251577,0.0248023,0.0329433,0.024991,0.0248722,0.0250605,0.0331859,0.0333332
